501,471,349
114,280,355
53,333,54
123,278,237
295,244,700
281,236,473
118,553,415
369,69,434
306,375,550
420,115,355
195,271,233
284,239,362
277,125,351
508,634,377
448,180,311
356,349,347
222,341,269
356,120,119
415,119,118
285,137,136
343,193,411
121,352,122
351,125,124
74,73,295
273,234,227
104,279,105
238,106,105
338,340,467
230,338,221
260,102,101
102,260,332
567,393,575
95,268,231
353,104,103
477,424,405
276,109,108
280,113,519
291,88,363
410,191,190
500,627,417
511,588,390
108,275,276
275,107,357
485,301,373
488,510,311
751,596,752
107,106,357
66,437,67
285,282,137
101,209,260
45,235,46
265,336,229
220,216,228
310,250,173
44,274,45
138,137,282
129,284,362
557,164,163
339,94,93
425,503,406
212,149,148
216,148,147
208,151,150
508,556,550
475,284,360
148,216,212
367,75,432
149,212,208
216,220,212
613,663,447
486,612,305
146,229,224
476,136,135
438,371,436
173,172,310
128,284,129
130,362,286
516,140,139
359,141,140
125,277,126
277,350,126
233,271,342
228,335,220
360,128,127
557,612,486
442,259,611
581,134,283
408,340,268
337,144,143
465,406,503
264,336,335
405,132,131
761,206,795
226,270,232
174,173,250
465,515,497
130,286,131
481,58,300
387,251,187
543,477,405
487,310,385
221,338,266
279,238,105
209,101,100
227,47,46
217,98,97
219,227,234
91,288,92
213,217,221
99,213,209
456,344,470
213,98,217
343,271,194
457,570,491
221,217,230
231,225,96
409,91,90
232,341,222
417,472,500
534,320,318
38,37,393
89,88,291
343,194,193
338,267,340
94,339,268
426,84,83
28,27,254
9,8,460
479,90,89
82,365,546
365,82,81
84,478,85
274,345,235
81,80,292
274,235,45
82,546,83
416,471,501
44,346,274
293,366,79
290,292,289
546,427,426
534,32,31
289,430,290
223,344,272
81,292,365
243,293,78
85,429,86
79,78,293
669,483,521
367,76,75
287,93,92
162,161,444
270,342,341
545,461,464
72,368,73
77,294,243
398,399,328
278,416,237
367,480,294
367,294,76
296,369,298
73,368,295
19,331,20
595,355,280
439,67,437
71,296,244
62,504,299
398,328,691
370,669,629
552,420,696
467,408,609
296,70,369
289,293,364
440,555,505
413,346,43
70,69,369
242,409,538
302,374,442
436,371,482
555,440,522
120,347,121
19,18,404
521,522,600
482,63,299
415,356,119
299,504,525
102,332,103
239,678,643
55,301,56
57,56,246
262,333,53
471,278,352
334,52,51
220,547,208
90,479,409
53,52,262
525,504,435
373,55,54
374,153,152
300,57,246
157,375,158
298,369,434
690,703,611
334,262,52
376,303,156
447,487,378
218,226,232
259,151,208
151,259,152
195,233,196
213,99,98
154,153,302
154,247,155
226,197,196
374,302,153
57,300,58
231,268,340
156,303,157
303,375,157
194,271,195
79,366,80
158,306,159
95,231,96
665,305,612
168,248,382
558,378,307
375,306,158
94,268,95
376,156,155
435,297,540
431,338,467
249,445,507
248,168,167
145,229,146
435,61,60
487,307,378
166,305,249
217,225,230
249,167,166
301,246,56
439,437,440
168,382,169
379,170,169
267,230,225
296,71,70
488,509,622
615,304,731
309,175,174
309,174,250
227,219,47
385,172,171
133,132,424
307,380,379
144,265,145
445,249,305
630,636,431
242,241,287
177,176,308
177,308,383
335,336,466
220,335,263
311,180,179
315,448,511
78,77,243
386,179,178
409,288,91
498,312,544
181,180,448
182,181,315
72,71,244
680,261,549
510,511,311
294,77,76
390,182,315
184,451,449
337,265,144
341,469,388
631,606,430
175,309,384
226,218,197
143,406,337
184,183,451
468,450,312
505,298,434
88,87,363
261,210,549
222,218,232
279,417,238
450,411,389
225,217,97
358,335,466
198,218,214
214,218,222
362,130,129
216,224,228
198,197,218
210,1,0
257,3,327
199,214,210
247,302,442
233,226,196
225,97,96
316,188,251
283,134,133
175,384,176
145,265,229
556,160,159
100,99,209
212,220,208
113,280,114
318,320,317
562,397,567
707,417,627
222,549,210
396,392,413
493,33,32
522,436,600
297,60,59
124,123,237
269,639,222
27,26,319
28,254,321
534,560,493
117,499,553
321,29,28
231,267,225
357,238,419
29,321,395
253,39,38
363,610,291
346,44,43
31,30,320
41,396,42
548,500,260
215,219,223
49,215,211
334,211,532
211,51,50
371,65,64
219,48,47
48,219,215
167,249,248
472,279,353
234,344,223
457,35,34
397,40,39
235,227,46
221,548,209
414,274,346
594,580,418
408,287,609
223,219,234
41,452,396
263,637,220
229,264,224
37,36,323
26,25,394
427,365,290
214,199,198
154,302,247
8,7,325
398,325,399
233,270,226
213,221,209
326,526,464
496,514,460
325,460,8
123,122,278
224,216,147
424,477,283
261,1,210
1,261,2
402,5,4
0,199,210
257,4,3
422,502,654
264,228,224
402,328,5
3,2,327
552,499,420
50,49,211
6,399,7
235,273,227
214,222,210
20,258,21
258,330,21
150,149,208
276,275,354
22,21,330
330,403,22
319,26,394
215,49,48
474,696,420
283,133,424
11,464,12
458,404,18
20,331,258
224,147,146
256,324,331
545,464,526
215,223,211
394,492,319
460,325,496
301,441,246
262,532,506
319,254,27
404,331,19
538,479,291
641,466,497
446,509,308
446,309,250
126,350,127
170,380,171
308,384,446
177,383,178
488,311,386
189,316,517
183,390,451
728,584,544
448,315,181
559,312,450
341,342,469
764,623,719
544,469,498
621,582,585
190,517,410
674,619,617
317,321,391
694,391,254
470,674,456
394,25,454
24,23,329
320,395,317
571,562,567
618,568,512
29,395,30
32,534,493
345,470,344
396,255,392
453,255,396
398,657,496
460,494,9
328,6,5
7,399,325
15,14,400
524,14,13
2,261,327
261,257,327
16,401,17
15,400,459
329,462,542
254,319,455
462,330,258
22,403,23
17,458,18
524,400,14
500,472,260
104,353,279
506,485,262
55,373,301
51,211,334
532,211,223
228,264,335
264,229,336
407,265,337
407,336,265
406,143,142
407,337,465
230,267,338
231,340,267
93,287,339
363,87,533
339,408,268
408,339,287
232,270,341
270,233,342
412,271,343
412,342,271
411,193,192
412,343,468
234,273,344
273,235,345
414,345,274
344,273,345
413,43,42
346,413,392
116,420,499
122,352,278
415,580,356
419,238,707
236,111,473
499,117,116
502,475,277
128,360,284
124,237,351
554,351,237
121,347,352
471,352,347
103,332,353
472,353,332
519,595,280
356,580,349
108,107,275
357,419,354
418,415,553
553,118,117
106,238,357
116,115,420
515,465,503
140,516,359
503,425,361
650,758,762
127,350,360
475,360,350
520,536,516
477,648,283
131,286,405
520,138,282
426,478,84
605,533,429
289,366,293
363,533,537
430,289,364
86,429,533
293,243,364
710,698,433
432,75,74
432,480,367
72,244,368
244,295,368
434,69,68
439,434,68
441,506,697
300,246,245
58,481,59
64,63,482
484,66,65
481,297,59
54,333,373
485,373,333
152,259,374
442,374,259
377,163,162
166,165,305
155,247,376
611,703,442
163,377,557
375,304,550
556,159,306
712,731,304
306,550,556
375,303,304
486,165,164
172,385,310
382,443,379
164,557,486
486,305,165
