12,11,36
52,46,29
48,32,41
36,28,46
26,48,15
15,14,37
53,38,30
46,12,36
28,20,46
52,37,14
5,44,27
10,39,21
53,39,9
21,45,10
39,10,9
32,23,49
38,8,7
45,28,36
6,40,7
11,10,45
13,12,46
23,33,49
54,18,49
22,30,38
55,3,51
16,15,48
38,40,31
16,41,17
33,54,49
22,38,31
54,42,19
17,41,49
24,50,0
0,19,42
34,25,51
6,5,47
32,49,41
40,38,7
5,4,44
27,47,5
52,13,46
55,44,4
1,43,2
53,8,38
51,2,43
51,35,55
34,51,43
15,37,26
50,34,43
0,42,24
1,0,50
47,31,40
3,2,51
18,17,49
20,29,46
11,45,36
6,47,40
16,48,41
25,35,51
1,50,43
37,52,29
14,13,52
39,53,30
9,8,53
42,54,33
19,18,54
44,55,35
4,3,55
